Sport,Event,Name,Location,Year,Result,WR,Class,Age,Gender,Multiclass,NGB,Country,DOB,Wind,Typepool,SDMS,ID,Web_ID
Track ,100 Meters,"Brown, David",Desert Challenge,2013,00:11.8,,T11,U23,Male,no,BA,USA,,,,,Track 100 MetersT11U23,Track100 MetersT11U23Male
Track ,100 Meters,"Smith, June",,1980,00:13.5,,T12,Adults,Female,no,BA,USA,,,,,Track 100 MetersT12Adults,Track100 MetersT12AdultsFemale
Track ,100 Meters,"Jamison, Josiah",,2008,00:10.9,,T12,Adults,Male,no,BA,USA,,,,,Track 100 MetersT12Adults,Track100 MetersT12AdultsMale
Track ,100 Meters,,,,00:00.0,,T12,M35,Female,no,BA,USA,,,,,Track 100 MetersT12M35,Track100 MetersT12M35Female
Track ,100 Meters,,,,00:00.0,,T12,M35,Male,no,BA,USA,,,,,Track 100 MetersT12M35,Track100 MetersT12M35Male
Track ,100 Meters,,,,00:00.0,,T12,M50,Female,no,BA,USA,,,,,Track 100 MetersT12M50,Track100 MetersT12M50Female
Track ,100 Meters,,,,00:00.0,,T12,M50,Male,no,BA,USA,,,,,Track 100 MetersT12M50,Track100 MetersT12M50Male
Track ,100 Meters,,,,00:00.0,,T12,M60,Female,no,BA,USA,,,,,Track 100 MetersT12M60,Track100 MetersT12M60Female
Track ,100 Meters,,,,00:00.0,,T12,M60,Male,no,CP,USA,,,,,Track 100 MetersT12M60,Track100 MetersT12M60Male
Track ,100 Meters,,,,00:00.0,,T12,U11,Female,no,CP,USA,,,,,Track 100 MetersT12U11,Track100 MetersT12U11Female
Track ,100 Meters,"Cole, Chance",NJDC,2014,00:18.2,,T12,U11,Male,no,CP,USA,,,,,Track 100 MetersT12U11,Track100 MetersT12U11Male
Track ,100 Meters,"Foley, Ashley",Nationals,2010,00:16.2,,T12,U14,Female,no,CP,USA,,,,,Track 100 MetersT12U14,Track100 MetersT12U14Female
Track ,100 Meters,,,,00:00.0,,T12,U14,Male,no,CP,USA,,,,,Track 100 MetersT12U14,Track100 MetersT12U14Male
Track ,100 Meters,"Martin, Stephanie",Nationals,2009,00:19.5,,T12,U20,Female,no,CP,USA,,,,,Track 100 MetersT12U20,Track100 MetersT12U20Female
Track ,100 Meters,,,,00:00.0,,T12,U20,Male,no,CP,USA,,,,,Track 100 MetersT12U20,Track100 MetersT12U20Male
Track,100 Meters,"Lomax, Maxine",Tri-State Games,2017,00:20.1,,T12,U23,Female,no,,USA,,,,,Track100 MetersT12U23,Track100 MetersT12U23Female
Track ,100 Meters,,,,00:00.0,,T12,U23,Male,no,CP,USA,,,,,Track 100 MetersT12U23,Track100 MetersT12U23Male
Track ,100 Meters,"Runyan, Marla",,1996,00:12.3,WR,T13,Adults,Female,no,BA,USA,,,,,Track 100 MetersT13Adults,Track100 MetersT13AdultsFemale
Track ,100 Meters,"Mitchell, Royal",,2004,00:11.0,,T13,Adults,Male,no,BA,USA,,,,,Track 100 MetersT13Adults,Track100 MetersT13AdultsMale
Track ,100 Meters,,,,00:00.0,,T13,M35,Female,no,CP,USA,,,,,Track 100 MetersT13M35,Track100 MetersT13M35Female
Track,100 Meters,"Musharraf, Amo",Adult National Open & Great Lakes Regional Games,2017,00:16.8,,T13,M35,Male,no,,USA,,,,,Track100 MetersT13M35,Track100 MetersT13M35Male
Track ,100 Meters,,,,00:00.0,,T13,M50,Female,no,CP,USA,,,,,Track 100 MetersT13M50,Track100 MetersT13M50Female
Track ,100 Meters,,,,00:00.0,,T13,M50,Male,no,CP,USA,,,,,Track 100 MetersT13M50,Track100 MetersT13M50Male
Track ,100 Meters,,,,00:00.0,,T13,M60,Female,no,CP,USA,,,,,Track 100 MetersT13M60,Track100 MetersT13M60Female
Track ,100 Meters,,,,00:00.0,,T13,M60,Male,no,CP,USA,,,,,Track 100 MetersT13M60,Track100 MetersT13M60Male
Track,100 Meters,"Wade, Elizabeth",Endeavor,2018,00:20.7,,T13,U11,Female,no,CP,USA,,,,,Track100 MetersT13U11,Track100 MetersT13U11Female
Track,100 Meters,"McMasters, Aiden",Gumbo Acadiana,2017,00:20.9,,T13,U11,Male,no,,USA,,,,,Track100 MetersT13U11,Track100 MetersT13U11Male
Track,100 Meters,"Rhine, Kyla",Gumbo Acadiana,2017,00:17.6,,T13,U14,Female,no,,USA,,,,,Track100 MetersT13U14,Track100 MetersT13U14Female
Track ,100 Meters,"Richmond, Alexander",Nationals,2009,00:14.6,,T13,U14,Male,no,CP,USA,,,,,Track 100 MetersT13U14,Track100 MetersT13U14Male
Track,200 Meters,"Mcguire, Jordan",Desert Challenge,2018,00:33.9,,T38,U20,Female,,,USA,,,,,,Track200 MetersT38U20Female
Track,200 Meters,"Akers, Nathanael",Desert Challenge,2018,01:00.3,,T45,U11,Male,no,DS,USA,,,,,Track200 MetersT45U11,Track200 MetersT45U11Male
Track ,100 Meters,"Melchorre, Tiffany",NJDC,2012,00:15.7,,T13,U20,Female,no,CP,USA,,,,,Track 100 MetersT13U20,Track100 MetersT13U20Female
Track ,100 Meters,,,,00:00.0,,T13,U20,Male,no,CP,USA,,,,,Track 100 MetersT13U20,Track100 MetersT13U20Male
Track ,100 Meters,,,,00:00.0,,T13,U23,Female,no,CP,USA,,,,,Track 100 MetersT13U23,Track100 MetersT13U23Female
Track ,100 Meters,,,,00:00.0,,T13,U23,Male,no,CP,USA,,,,,Track 100 MetersT13U23,Track100 MetersT13U23Male
Track ,100 Meters, ,,,00:00.0,,T20,Adults,Female,no,ID,USA,,,,,Track 100 MetersT20Adults,Track100 MetersT20AdultsFemale
Track ,100 Meters, ,,,00:00.0,,T20,Adults,Male,no,ID,USA,,,,,Track 100 MetersT20Adults,Track100 MetersT20AdultsMale
Track ,100 Meters,,,,00:00.0,,T20,M35,Female,no,ID,USA,,,,,Track 100 MetersT20M35,Track100 MetersT20M35Female
Track ,100 Meters,,,,00:00.0,,T20,M35,Male,no,ID,USA,,,,,Track 100 MetersT20M35,Track100 MetersT20M35Male
Track ,100 Meters,,,,00:00.0,,T20,M50,Female,no,ID,USA,,,,,Track 100 MetersT20M50,Track100 MetersT20M50Female
Track ,100 Meters,,,,00:00.0,,T20,M50,Male,no,ID,USA,,,,,Track 100 MetersT20M50,Track100 MetersT20M50Male
Track ,100 Meters,,,,00:00.0,,T20,M60,Female,no,ID,USA,,,,,Track 100 MetersT20M60,Track100 MetersT20M60Female
Track ,100 Meters,,,,00:00.0,,T20,M60,Male,no,ID,USA,,,,,Track 100 MetersT20M60,Track100 MetersT20M60Male
Track ,100 Meters,,,,00:00.0,,T20,U11,Female,no,ID,USA,,,,,Track 100 MetersT20U11,Track100 MetersT20U11Female
Track ,100 Meters,,,,00:00.0,,T20,U11,Male,no,ID,USA,,,,,Track 100 MetersT20U11,Track100 MetersT20U11Male
Track ,100 Meters,,,,00:00.0,,T20,U14,Female,no,ID,USA,,,,,Track 100 MetersT20U14,Track100 MetersT20U14Female
Track ,100 Meters,,,,00:00.0,,T20,U14,Male,no,ID,USA,,,,,Track 100 MetersT20U14,Track100 MetersT20U14Male
Track ,100 Meters,,,,00:00.0,,T20,U20,Female,no,ID,USA,,,,,Track 100 MetersT20U20,Track100 MetersT20U20Female
Track ,100 Meters,,,,00:00.0,,T20,U20,Male,no,ID,USA,,,,,Track 100 MetersT20U20,Track100 MetersT20U20Male
Track ,100 Meters,,,,00:00.0,,T20,U23,Female,no,ID,USA,,,,,Track 100 MetersT20U23,Track100 MetersT20U23Female
Track,100 Meters,"Fields, Joshua",Desert Challenge Games,2017,00:13.1,,T20,U23,Male,no,,USA,,,,,Track100 MetersT20U23,Track100 MetersT20U23Male
Track ,100 Meters,,,,00:00.0,,T31,Adults,Female,no,CP,USA,,,,,Track 100 MetersT31Adults,Track100 MetersT31AdultsFemale
Track ,100 Meters,"Osborn, David",,1988,00:22.8,WR,T31,Adults,Male,no,CP,USA,,,,,Track 100 MetersT31Adults,Track100 MetersT31AdultsMale
Track ,100 Meters,,,,00:00.0,,T31,M35,Female,no,CP,USA,,,,,Track 100 MetersT31M35,Track100 MetersT31M35Female
Track ,100 Meters,,,,00:00.0,,T31,M35,Male,no,CP,USA,,,,,Track 100 MetersT31M35,Track100 MetersT31M35Male
Track ,100 Meters,,,,00:00.0,,T31,M50,Female,no,CP,USA,,,,,Track 100 MetersT31M50,Track100 MetersT31M50Female
Track ,100 Meters,,,,00:00.0,,T31,M50,Male,no,CP,USA,,,,,Track 100 MetersT31M50,Track100 MetersT31M50Male
Track ,100 Meters,,,,00:00.0,,T31,M60,Female,no,CP,USA,,,,,Track 100 MetersT31M60,Track100 MetersT31M60Female
Track ,100 Meters,,,,00:00.0,,T31,M60,Male,no,CP,USA,,,,,Track 100 MetersT31M60,Track100 MetersT31M60Male
Track ,100 Meters,,,,00:00.0,,T31,U11,Female,no,CP,USA,,,,,Track 100 MetersT31U11,Track100 MetersT31U11Female
Track ,100 Meters,,,,00:00.0,,T31,U11,Male,,CP,USA,,,,,Track 100 MetersT31U11,Track100 MetersT31U11Male
Track ,100 Meters,"Brintnall, S.",,,01:46.0,,T31,U14,Female,no,CP,USA,,,,,Track 100 MetersT31U14,Track100 MetersT31U14Female
Track ,100 Meters,"Fisher, J.",,,01:01.0,,T31,U14,Male,no,CP,USA,,,,,Track 100 MetersT31U14,Track100 MetersT31U14Male
Track ,100 Meters,"Hickenburg, M.",,,00:39.2,,T31,U20,Female,no,CP,USA,,,,,Track 100 MetersT31U20,Track100 MetersT31U20Female
Track ,100 Meters,"Allman, K.",,,00:32.6,,T31,U20,Male,no,CP,USA,,,,,Track 100 MetersT31U20,Track100 MetersT31U20Male
Track ,100 Meters,,,,00:00.0,,T31,U23,Female,no,CP,USA,,,,,Track 100 MetersT31U23,Track100 MetersT31U23Female
Track ,100 Meters,,,,00:00.0,,T31,U23,Male,no,CP,USA,,,,,Track 100 MetersT31U23,Track100 MetersT31U23Male
Track ,100 Meters,"Gooch, Kristen",,2007,00:44.8,,T32,Adults,Female,no,CP,USA,,,,,Track 100 MetersT32Adults,Track100 MetersT32AdultsFemale
Track ,100 Meters,"Struxness, Wyatt",,2014,00:39.6,,T32,Adults,Male,no,CP,USA,,,,,Track 100 MetersT32Adults,Track100 MetersT32AdultsMale
Track ,100 Meters,,,,00:00.0,,T32,M35,Female,no,CP,USA,,,,,Track 100 MetersT32M35,Track100 MetersT32M35Female
Track ,100 Meters,,,,00:00.0,,T32,M35,Male,no,CP,USA,,,,,Track 100 MetersT32M35,Track100 MetersT32M35Male
Track ,100 Meters,,,,00:00.0,,T32,M50,Female,no,CP,USA,,,,,Track 100 MetersT32M50,Track100 MetersT32M50Female
Track ,100 Meters,,,,00:00.0,,T32,M50,Male,no,CP,USA,,,,,Track 100 MetersT32M50,Track100 MetersT32M50Male
Track ,100 Meters,,,,00:00.0,,T32,M60,Female,no,CP,USA,,,,,Track 100 MetersT32M60,Track100 MetersT32M60Female
Track ,100 Meters,,,,00:00.0,,T32,M60,Male,no,CP,USA,,,,,Track 100 MetersT32M60,Track100 MetersT32M60Male
Track ,100 Meters,,,,00:00.0,,T32,U11,Female,no,CP,USA,,,,,Track 100 MetersT32U11,Track100 MetersT32U11Female
Track ,100 Meters,,,,00:00.0,,T32,U11,Male,no,CP,USA,,,,,Track 100 MetersT32U11,Track100 MetersT32U11Male
Track ,100 Meters,"Styer, B.",,,00:51.8,,T32,U14,Female,no,CP,USA,,,,,Track 100 MetersT32U14,Track100 MetersT32U14Female
Track ,100 Meters,"Fox, Rick",Nationals,2006,01:16.3,,T32,U14,Male,no,CP,USA,,,,,Track 100 MetersT32U14,Track100 MetersT32U14Male
Track ,100 Meters,"Oder, S.",,,02:34.0,,T32,U20,Female,no,CP,USA,,,,,Track 100 MetersT32U20,Track100 MetersT32U20Female
Track ,100 Meters,"Field, Timothy",NJDC,2012,00:40.5,,T32,U20,Male,no,CP,USA,,,,,Track 100 MetersT32U20,Track100 MetersT32U20Male
Track ,100 Meters,"Gooch, Kristen",Nationals,2006,00:42.4,,T32,U23,Female,no,CP,USA,,,,,Track 100 MetersT32U23,Track100 MetersT32U23Female
Track ,100 Meters,Gilbert Jack,Nationals,2004,01:32.7,,T32,U23,Male,no,CP,USA,,,,,Track 100 MetersT32U23,Track100 MetersT32U23Male
Track ,100 Meters,Kristen Messer,London,2012,00:21.6,,T33,Adults,Female,,CP,USA,,,ATW00133010000,,Track 100 MetersT33Adults,Track100 MetersT33AdultsFemale
Track ,100 Meters,"Davis, William",Atlanta Para,1996,00:16.5,WR,T33,Adults,Male,no,CP,USA,,,,,Track 100 MetersT33Adults,Track100 MetersT33AdultsMale
Track ,100 Meters,,,,00:00.0,,T33,M35,Female,no,CP,USA,,,,,Track 100 MetersT33M35,Track100 MetersT33M35Female
Track ,100 Meters,,,,00:00.0,,T33,M35,Male,no,CP,USA,,,,,Track 100 MetersT33M35,Track100 MetersT33M35Male
Track ,100 Meters,,,,00:00.0,,T33,M50,Female,no,CP,USA,,,,,Track 100 MetersT33M50,Track100 MetersT33M50Female
Track ,100 Meters,,,,00:00.0,,T33,M50,Male,no,CP,USA,,,,,Track 100 MetersT33M50,Track100 MetersT33M50Male
Track ,100 Meters,,,,00:00.0,,T33,M60,Female,no,CP,USA,,,,,Track 100 MetersT33M60,Track100 MetersT33M60Female
Track ,100 Meters,,,,00:00.0,,T33,M60,Male,no,CP,USA,,,,,Track 100 MetersT33M60,Track100 MetersT33M60Male
Track ,100 Meters,,,,00:00.0,,T33,U11,Female,no,CP,USA,,,,,Track 100 MetersT33U11,Track100 MetersT33U11Female
Track ,100 Meters,"Cairns, Aiden",NJDC,2016,00:46.6,,T33,U11,Male,no,CP,USA,,,,,Track 100 MetersT33U11,Track100 MetersT33U11Male
Track,100 Meters,"Bolton, Sarah",Junior Nationals,2017,00:30.5,,T33,U14,Female,no,,USA,,,,,Track100 MetersT33U14,Track100 MetersT33U14Female
Track ,100 Meters,"Fertig, Matthew",Nationals,2009,00:32.9,,T33,U14,Male,no,CP,USA,,,,,Track 100 MetersT33U14,Track100 MetersT33U14Male
Track ,100 Meters,"Badgett, Mallerie",Nationals,2006,00:24.6,,T33,U20,Female,no,CP,USA,,,,,Track 100 MetersT33U20,Track100 MetersT33U20Female
Track ,100 Meters,"Badgett, Mallerie",Nationals,2009,00:23.9,,T33,U23,Female,no,CP,USA,,,,,Track 100 MetersT33U23,Track100 MetersT33U23Female
Track ,100 Meters,"Anderson, Jonathan",Nationals,2006,00:23.1,,T33,U23,Male,no,CP,USA,,,,,Track 100 MetersT33U23,Track100 MetersT33U23Male
Track ,100 Meters,"Halko, Alexa", World Championships,2015,00:18.6,,T34,Adults,Female,no,CP,USA,,,,,Track 100 MetersT34Adults,Track100 MetersT34AdultsFemale
Track ,100 Meters,"Davis, Ross",,2000,00:16.4,,T34,Adults,Male,no,CP,USA,,,,,Track 100 MetersT34Adults,Track100 MetersT34AdultsMale
Track ,100 Meters,"Halko, Alexa",Nationals,2010,00:25.7,,T34,U11,Female,no,CP,USA,,,,,Track 100 MetersT34U11,Track100 MetersT34U11Female
Track ,100 Meters,,,,00:00.0,,T34,U11,Male,no,CP,USA,,,,,Track 100 MetersT34U11,Track100 MetersT34U11Male
Track ,100 Meters,"Halko, Alexa",NJDC,2012,00:22.2,,T34,U14,Female,no,CP,USA,,,,,Track 100 MetersT34U14,Track100 MetersT34U14Female
Track ,100 Meters,"Fox, Will.",Nationals,2006,00:26.8,,T34,U14,Male,no,CP,USA,,,,,Track 100 MetersT34U14,Track100 MetersT34U14Male
Track ,100 Meters,"Dewald, Carleigh",Desert Challenge,2013,00:22.4,,T34,U20,Female,no,CP,USA,,,,,Track 100 MetersT34U20,Track100 MetersT34U20Female
Track,100 Meters,"Foster, Norris",World Para Athletics Junior Championships,2017,00:16.3,,T34,U20,Male,no,,USA,,,,,Track100 MetersT34U20,Track100 MetersT34U20Male
Track ,100 Meters,"Urban, Veronica",Nationals,2010,00:41.0,,T34,U23,Female,no,CP,USA,,,,,Track 100 MetersT34U23,Track100 MetersT34U23Female
Track,100 Meters,"Nolin, Delaney",US Paralympics National Championship,2017,00:18.2,,T35,Adults,Female,no,,USA,,,,,Track100 MetersT35Adults,Track100 MetersT35AdultsFemale
Track,100 Meters,"Zackery, Marshall",Desert Challenge Games,2017,00:12.8,,T35,Adults,Male,no,,USA,,,,,Track100 MetersT35Adults,Track100 MetersT35AdultsMale
Track ,100 Meters,"Orihuela, Crystal",National,2007,00:53.6,,T35a,U11,Female,no,CP,USA,,,,,Track 100 MetersT35aU11,Track100 MetersT35aU11Female
Track ,100 Meters,"Debaun, Garrett ",Endeavor,2012,00:29.7,,T35a,U11,Male,no,CP,USA,,,,,Track 100 MetersT35aU11,Track100 MetersT35aU11Male
Track ,100 Meters,"Orihuela, Crystal",National,2010,00:32.9,,T35a,U14,Female,no,CP,USA,,,,,Track 100 MetersT35aU14,Track100 MetersT35aU14Female
Track ,100 Meters,"Wapner, Peter",,,00:36.4,,T35a,U14,Male,no,CP,USA,,,,,Track 100 MetersT35aU14,Track100 MetersT35aU14Male
Track ,100 Meters,,,,00:00.0,,T35,M35,Female,no,CP,USA,,,,,Track 100 MetersT35M35,Track100 MetersT35M35Female
Track ,100 Meters,,,,00:00.0,,T35,M35,Male,no,CP,USA,,,,,Track 100 MetersT35M35,Track100 MetersT35M35Male
Track ,100 Meters,,,,00:00.0,,T35,M50,Female,no,CP,USA,,,,,Track 100 MetersT35M50,Track100 MetersT35M50Female
Track ,100 Meters,,,,00:00.0,,T35,M50,Male,no,CP,USA,,,,,Track 100 MetersT35M50,Track100 MetersT35M50Male
Track ,100 Meters,,,,00:00.0,,T35,M60,Female,no,CP,USA,,,,,Track 100 MetersT35M60,Track100 MetersT35M60Female
Track ,100 Meters,,,,00:00.0,,T35,M60,Male,no,CP,USA,,,,,Track 100 MetersT35M60,Track100 MetersT35M60Male
Track ,100 Meters,"Bolen, Sydney",Nationals,2005,00:24.5,,T35,U11,Female,no,CP,USA,,,,,Track 100 MetersT35U11,Track100 MetersT35U11Female
Track,100 Meters,"Gerstner, Jeremy",Dixie Games,2018,00:30.8,,T35,U11,Male,,,USA,,,,,Track100 MetersT35U11,Track100 MetersT35U11Male
Track ,100 Meters,"Headon, Aubrey",Great Lakes ,2014,00:18.7,,T35,U14,Female,no,CP,USA,,,,,Track 100 MetersT35U14,Track100 MetersT35U14Female
Track ,100 Meters,"Jackson, Levi",NJDC,2015,00:21.4,,T35,U14,Male,no,CP,USA,,,,,Track 100 MetersT35U14,Track100 MetersT35U14Male
Track,100 Meters,"Arenal, Suzanne",US Paralympics National Championship,2017,00:18.0,,T35,U20,Female,no,,USA,,,,,Track100 MetersT35U20,Track100 MetersT35U20Female
Track ,100 Meters,"Velasquez, Daniel",NJDC,2014,00:18.2,,T35,U20,Male,no,CP,USA,,,,,Track 100 MetersT35U20,Track100 MetersT35U20Male
Track ,100 Meters,,,,00:00.0,,T35,U23,Female,no,CP,USA,,,,,Track 100 MetersT35U23,Track100 MetersT35U23Female
Track,100 Meters,"Velasquez, Daniel",Texas Regional Games,2017,00:19.2,,T35,U23,Male,no,,USA,,,,,Track100 MetersT35U23,Track100 MetersT35U23Male
Track ,100 Meters,"Renaud, Rachelle",,2004,00:14.6,,T36,Adults,Female,no,CP,USA,,,,,Track 100 MetersT36Adults,Track100 MetersT36AdultsFemale
Track ,100 Meters,"Clemons, Chris ",Boiling Point,2012,00:12.7,,T36,Adults,Male,no,CP,USA,,,,,Track 100 MetersT36Adults,Track100 MetersT36AdultsMale
Track ,100 Meters,,,,00:00.0,,T36,M35,Female,no,CP,USA,,,,,Track 100 MetersT36M35,Track100 MetersT36M35Female
Track ,100 Meters,,,,00:00.0,,T36,M35,Male,no,CP,USA,,,,,Track 100 MetersT36M35,Track100 MetersT36M35Male
Track ,100 Meters,,,,00:00.0,,T36,M50,Female,no,CP,USA,,,,,Track 100 MetersT36M50,Track100 MetersT36M50Female
Track ,100 Meters,,,,00:00.0,,T36,M50,Male,no,CP,USA,,,,,Track 100 MetersT36M50,Track100 MetersT36M50Male
Track ,100 Meters,,,,00:00.0,,T36,M60,Female,no,CP,USA,,,,,Track 100 MetersT36M60,Track100 MetersT36M60Female
Track ,100 Meters,,,,00:00.0,,T36,M60,Male,no,CP,USA,,,,,Track 100 MetersT36M60,Track100 MetersT36M60Male
Track ,100 Meters,"Headon, Aubrey",Nationals,2009,00:23.3,,T36,U11,Female,no,CP,USA,,,,,Track 100 MetersT36U11,Track100 MetersT36U11Female
Track ,100 Meters,"Chassanoff, Tommy",,,00:21.7,,T36,U11,Male,no,CP,USA,,,,,Track 100 MetersT36U11,Track100 MetersT36U11Male
Track ,100 Meters,"Headon, Aubrey",NJDC,2012,00:19.3,,T36,U14,Female,no,CP,USA,,,,,Track 100 MetersT36U14,Track100 MetersT36U14Female
Track ,100 Meters,"Richardson, G.",,,00:18.3,,T36,U14,Male,no,CP,USA,,,,,Track 100 MetersT36U14,Track100 MetersT36U14Male
Track,100 Meters,"White, Mary",Blaze Sports,2018,00:24.4,,T36,U20,Female,no,CP,USA,,,,,Track100 MetersT36U20,Track100 MetersT36U20Female
Track,100 Meters,"Pierce, Conner",Angel City Games,2018,00:13.7,,T36,U20,Male,no,CP,USA,,,,,Track100 MetersT36U20,Track100 MetersT36U20Male
Track,100 meters,"Akers, Nathanael",Desert Challenge,2018,00:28.9,,T45,U11,Male,no,DS,USA,,,,,Track100 metersT45U11,Track100 metersT45U11Male
Track ,100 Meters,"Garten, Jeff",Nationals,2009,00:19.6,,T36,U23,Male,no,CP,USA,,,,,Track 100 MetersT36U23,Track100 MetersT36U23Male
Track ,100 Meters,Lincoln Scott,,1996,00:12.3,,T37,Adults,Male,no,CP,USA,,,,,Track 100 MetersT37Adults,Track100 MetersT37AdultsMale
Track ,100 Meters,,,,00:00.0,,T37,M35,Female,no,CP,USA,,,,,Track 100 MetersT37M35,Track100 MetersT37M35Female
Track ,100 Meters,,,,00:00.0,,T37,M35,Male,no,CP,USA,,,,,Track 100 MetersT37M35,Track100 MetersT37M35Male
Track ,100 Meters,,,,00:00.0,,T37,M50,Female,no,CP,USA,,,,,Track 100 MetersT37M50,Track100 MetersT37M50Female
Track ,100 Meters,,,,00:00.0,,T37,M50,Male,no,CP,USA,,,,,Track 100 MetersT37M50,Track100 MetersT37M50Male
Track ,100 Meters,,,,00:00.0,,T37,M60,Female,no,CP,USA,,,,,Track 100 MetersT37M60,Track100 MetersT37M60Female
Track ,100 Meters,,,,00:00.0,,T37,M60,Male,no,CP,USA,,,,,Track 100 MetersT37M60,Track100 MetersT37M60Male
Track ,100 Meters,"Baker, Nicole",,,00:19.2,,T37,U11,Female,no,CP,USA,,,,,Track 100 MetersT37U11,Track100 MetersT37U11Female
Track ,100 Meters,"Ferra, Justin",Nationals,2006,00:20.1,,T37,U11,Male,no,CP,USA,,,,,Track 100 MetersT37U11,Track100 MetersT37U11Male
Track,100 Meters,"Stevens, Kira",Gumbo Acadiana,2017,00:17.8,,T37,U14,Female,no,,USA,,,,,Track100 MetersT37U14,Track100 MetersT37U14Female
Track ,100 Meters,"Carrington, J.",,,00:15.2,,T37,U14,Male,no,CP,USA,,,,,Track 100 MetersT37U14,Track100 MetersT37U14Male
Track,200 Meters,"Pierce, Conner",Desert Challenge,2018,00:28.3,,T36,U20,Male,no,CP,USA,,,,,Track200 MetersT36U20,Track200 MetersT36U20Male
Track,100 Meters,"Roberts, Jaleen",Desert Challenge,2017,00:13.7,,T37,U20,Female,no,CP,USA,,-1.9,,,Track100 MetersT37U20,Track100 MetersT37U20Female
Track ,100 Meters,"Whitehead, Ahkeel",Desert Challenge,2013,00:12.7,,T37,U20,Male,no,CP,USA,,,,,Track 100 MetersT37U20,Track100 MetersT37U20Male
Track,100 Meters,"Whitehead, Ahkeel",US Paralympics National Championship,2017,00:12.5,,T37,U23,Male,no,,USA,,,,,Track100 MetersT37U23,Track100 MetersT37U23Male
Track ,100 Meters,Alexandra Baudeaux,,2010,00:18.2,,T38,Adults,Female,no,CP,USA,,,,,Track 100 MetersT38Adults,Track100 MetersT38AdultsFemale
Track ,100 Meters,"Jones, Cody",,2016,00:13.1,,T38,Adults,Male,no,CP,USA,,,,,Track 100 MetersT38Adults,Track100 MetersT38AdultsMale
Track ,100 Meters,,,,00:00.0,,T38,M35,Female,no,CP,USA,,,,,Track 100 MetersT38M35,Track100 MetersT38M35Female
Track ,100 Meters,,,,00:00.0,,T38,M35,Male,no,CP,USA,,,,,Track 100 MetersT38M35,Track100 MetersT38M35Male
Track ,100 Meters,,,,00:00.0,,T38,M50,Female,no,CP,USA,,,,,Track 100 MetersT38M50,Track100 MetersT38M50Female
Track ,100 Meters,,,,00:00.0,,T38,M50,Male,no,CP,USA,,,,,Track 100 MetersT38M50,Track100 MetersT38M50Male
Track ,100 Meters,,,,00:00.0,,T38,M60,Female,no,CP,USA,,,,,Track 100 MetersT38M60,Track100 MetersT38M60Female
Track ,100 Meters,,,,00:00.0,,T38,M60,Male,no,CP,USA,,,,,Track 100 MetersT38M60,Track100 MetersT38M60Male
Track ,100 Meters,,,,00:00.0,,T38,U11,Female,no,CP,USA,,,,,Track 100 MetersT38U11,Track100 MetersT38U11Female
Track ,100 Meters,"Ellman, Cody.",National,2006,00:18.8,,T38,U11,Male,no,CP,USA,,,,,Track 100 MetersT38U11,Track100 MetersT38U11Male
